PERIOD_ID,DATE_RANGE,STATE,NAICS2,MSA,NAICS3,EMPSIZE,ESTIMATE_PERCENTAGE,STANDARD_ERROR,INDEX_ESTIMATE_PERCENTAGE,INDEX_STANDARD_ERROR,QUESTION,ANSWER,OPTION_TEXT
107,8/10/2026 - 8/23/2026,IA,,,,,21.2,1.94,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,ID,,,,,26.1,4.34,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,IL,,,,,17.3,0.87,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,IN,,,,,18.1,1.9,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,KS,,,,,20.2,3.05,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,KY,,,,,22.9,2.42,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,LA,,,,,21.4,2.13,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MA,,,,,17.2,2.47,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MD,,,,,24.8,2.39,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,ME,,,,,16.0,3.29,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MI,,,,,20.6,1.86,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MN,,,,,24.8,1.22,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MO,,,,,19.5,1.33,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MS,,,,,16.8,3.68,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,MT,,,,,26.4,4.06,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NC,,,,,22.4,1.46,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,ND,,,,,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NE,,,,,25.0,3.29,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NH,,,,,18.7,4.95,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NJ,,,,,17.6,1.46,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NM,,,,,16.7,2.41,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NV,,,,,21.3,3.15,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,NY,,,,,16.7,0.63,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,OH,,,,,20.7,0.9,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,OK,,,,,19.5,2.3,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,OR,,,,,24.1,1.16,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,PA,,,,,20.6,1.41,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,PR,,,,,11.7,2.54,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,RI,,,,,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,SC,,,,,26.0,3.01,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,SD,,,,,19.3,5.4,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,TN,,,,,21.2,2.42,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,TX,,,,,25.9,0.9,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,UT,,,,,30.3,3.71,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,VA,,,,,23.1,2.0,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,VT,,,,,24.4,4.95,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,WA,,,,,28.9,2.32,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,WI,,,,,19.5,1.65,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,WV,,,,,21.7,3.89,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,WY,,,,,24.3,3.68,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,XX,,,,,35.3,2.22,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,11,,,C,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,11,,,,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,11,,,B,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,G,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,E,58.6,17.23,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,B,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,,8.2,2.46,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,A,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,F,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,21,,,D,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,E,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,G,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,A,16.7,5.65,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,D,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,,21.2,5.33,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,C,39.2,17.22,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,F,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,22,,,B,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,G,31.5,12.34,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,D,22.1,2.43,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,E,18.2,4.8,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,,14.3,0.84,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,B,13.9,2.39,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,A,13.3,1.31,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,C,14.9,1.39,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,23,,,F,31.6,4.92,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,,20.3,0.88,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,D,16.6,2.37,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,F,36.2,4.41,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,G,34.9,6.09,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,C,24.0,2.29,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,E,24.0,3.99,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,A,17.2,1.67,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,31,,,B,21.0,2.7,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,F,35.6,10.27,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,C,23.3,1.89,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,G,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,,18.8,1.07,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,A,17.0,1.46,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,B,18.3,1.95,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,D,23.8,3.65,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,42,,,E,18.1,4.95,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,E,36.2,5.46,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,G,36.8,13.68,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,,15.2,0.71,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,B,14.9,1.17,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,A,13.4,1.13,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,C,18.9,1.97,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,F,19.8,8.35,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,44,,,D,19.9,1.71,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,E,23.1,5.78,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,F,41.1,11.37,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,G,,,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,,10.2,0.76,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,D,17.2,5.0,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,C,12.1,2.16,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,A,7.1,1.03,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,48,,,B,18.0,3.15,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,51,,,C,51.5,8.16,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,51,,,G,89.2,11.27,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,51,,,E,67.6,12.68,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,51,,,D,49.3,7.43,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
107,8/10/2026 - 8/23/2026,,51,,,F,65.0,10.87,0.0,0.0,"In the last two weeks, did this business use Artificial Intelligence (AI) in any of its business functions? (Examples of AI: machine learning, natural language processing, virtual agents, voice recognition, etc.)",Yes,AI current
